CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
PETTY THEFT,04/26/2025 03:00:00 PM,25-018782,THEFT:PERSONAL PROPERTY,27X,5452 BANCROFT AV,Oakland,CA,POINT (-122.19905 37.77176)
ROBBERY,04/27/2025 06:30:00 AM,25-018622,ROBBERY-FIREARM,01X,200 HARRISON ST,Oakland,CA,POINT (-122.27216 37.79488)
PETTY THEFT,03/31/2025 12:00:00 AM,25-014199,THEFT PERSONAL PROPERTY/PETTY THEFT,06X,688 27TH ST,Oakland,CA,POINT (-122.2728 37.81732)
PETTY THEFT,04/18/2025 12:00:00 AM,25-017227,THEFT,25X,4247 MOUNTAIN VIEW AV,Oakland,CA,POINT (-122.17222 37.78387)
PETTY THEFT,04/08/2025 09:06:00 AM,25-015605,THEFT,02Y,1451 7TH ST,Oakland,CA,POINT (-122.29505 37.80534)
ROBBERY,04/14/2025 12:40:00 PM,25-016591,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,2114 64TH AV,Oakland,CA,POINT (-122.1913 37.76596)
,05/27/2025 09:07:00 PM,25-906864,BURGLARY-AUTO,,COLLEGE AVE,Oakland,CA,
NARCOTICS,04/09/2025 07:30:00 PM,25-015810,POSSESS/PURCHASE COCAINE BASE FOR SALE,30X,7629 LOCKWOOD ST,Oakland,CA,POINT (-122.17924 37.76103)
DOMESTIC VIOLENCE,05/09/2025 04:24:00 AM,25-020393,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,17X,421 E 18TH ST,Oakland,CA,POINT (-122.25049 37.79869)
MISDEMEANOR ASSAULT,05/01/2025 11:00:00 AM,25-019270,BATTERY,30X,1449 82ND AV,Oakland,CA,POINT (-122.17854 37.75613)
WEAPONS,04/29/2025 04:14:00 PM,25-018976,CARRY LOADED FIREARM ON/IN PERSON/VEH: PUBLIC PLACE,26Y,1300 65TH AV,Oakland,CA,POINT (-122.19555 37.76193)
STOLEN VEHICLE,04/05/2025 03:30:00 PM,25-015238,VEHICLE THEFT - AUTO,05X,763 22ND ST,Oakland,CA,POINT (-122.27552 37.81253)
WEAPONS,05/06/2025 05:54:00 PM,25-020085,CARRY LOADED FIREARM ON/IN PERSON/VEH: PUBLIC PLACE,29X,2900 64TH AV,Oakland,CA,POINT (-122.18348 37.77145)
,05/23/2025 10:00:00 AM,25-906753,GRAND THEFT,02Y,1568 7TH ST,Oakland,CA,POINT (-122.29749 37.80596)
THREATS,05/07/2025 02:18:00 PM,25-020193,THREAT CRIME:INT:TERRORIZE,77X,2760 ec reems,Oakland,CA,POINT (-122.15994 37.76083)
FELONY ASSAULT,05/12/2025 12:57:00 PM,25-020950,EXHIBIT FIREARM,30Y,7200 BANCROFT AV,Oakland,CA,POINT (-122.17847 37.76735)
PETTY THEFT,03/17/2025 09:00:00 AM,25-902327,THEFT,22Y,3035 MACARTHUR BLVD,Oakland,CA,POINT (-122.20431 37.79692)
MISDEMEANOR ASSAULT,05/03/2025 08:00:00 AM,25-019540,ANY PERSON WHO WILLFULLY THREATENS TO COMMIT A CRIME WHICH WILL RESULT IN DEATH OR GREAT BODILY INJURY TO ANOTHER PERSON,26Y,1125 65TH AV,Oakland,CA,POINT (-122.1978 37.76069)
,03/29/2025 12:00:00 PM,25-906692,MAIL/ETC THEFT/ETC,04X,1801 JEFFERSON ST,Oakland,CA,POINT (-122.27314 37.80834)
FRAUD,05/06/2025 05:00:00 PM,25-020093,FALSE REPORT OF CRIME TO SPECIFIC PEACE OFFICERS,19X,1038 5TH AV,Oakland,CA,POINT (-122.25601 37.79419)
MISDEMEANOR ASSAULT,06/01/2025 02:15:00 PM,25-023959,BATTERY,08X,80 GRAND AV,Oakland,CA,POINT (-122.26612 37.81143)
VANDALISM,03/23/2025 09:00:00 PM,25-013052,VANDALISM (AMENDED),24X,2041 36TH AV,Oakland,CA,POINT (-122.21612 37.78257)
,03/21/2025 07:15:00 PM,25-905477,BURGLARY-AUTO,12X,4801 SHATTUCK AVE,Oakland,CA,POINT (-122.26386 37.8354)
GRAND THEFT,05/27/2025 05:19:00 PM,25-023170,BATTERY,05X,1919 MARKET ST,Oakland,CA,POINT (-122.28007 37.81225)
,05/29/2025 04:28:00 AM,25-906888,MAIL/ETC THEFT/ETC,21Y,2942 COOLIDGE AVE,Oakland,CA,POINT (-122.21487 37.79167)
OTHER,03/31/2025 06:40:00 AM,25-014178,VEHICLE THEFT - AUTO,31Z,800 98TH AV,Oakland,CA,POINT (-122.18074 37.73838)
FELONY ASSAULT,04/05/2025 08:00:00 PM,25-015205,ASSAULT WITH FIREARM ON PERSON,30X,2201 CHURCH ST,Oakland,CA,POINT (-122.18263 37.76608)
VANDALISM,04/06/2025 08:40:00 AM,25-015401,VANDALISM-$400+,27X,5250 YGNACIO AV,Oakland,CA,POINT (-122.20155 37.77353)
HOMICIDE,04/07/2025 03:10:00 PM,25-015495,SC UNEXPLAINED DEATH,04X,1633 HARRISON ST,Oakland,CA,POINT (-122.26624 37.80508)
OTHER,03/22/2025 05:40:00 PM,25-012887,SC DISTURBANCE,24X,2507 HIGH ST,Oakland,CA,POINT (-122.20522 37.78141)
FELONY ASSAULT,04/03/2025 09:19:00 PM,25-014918,VANDALISM (AMENDED),30X,1820 78TH AV,Oakland,CA,POINT (-122.17771 37.76119)
,05/07/2025 06:00:00 PM,25-905810,BURGLARY-NO FORCE,,420 THIRD ST,Oakland,CA,POINT (-122.27513 37.79643)
,05/12/2025 01:00:00 AM,25-905117,GRAND THEFT,21X,2535 E 29TH ST,Oakland,CA,POINT (-122.22199 37.79515)
,06/03/2025 11:55:00 PM,25-907052,VANDALISM,15X,1918 LAKESHORE AVE,Oakland,CA,POINT (-122.25367 37.80299)
STOLEN VEHICLE,04/28/2025 02:00:00 AM,25-018760,VEHICLE THEFT - AUTO,03X,612 JACKSON ST,Oakland,CA,POINT (-122.26851 37.79677)
FELONY ASSAULT,03/23/2025 10:30:00 PM,25-013045,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,19X,600 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.2525 37.79508)
MISDEMEANOR ASSAULT,04/25/2025 10:00:00 PM,25-018450,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,06X,3322 MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.27012 37.82302)
HOMICIDE,06/12/2025 08:27:00 AM,25-025538,SC UNEXPLAINED DEATH,21Y,3124 FRUITVALE AV,Oakland,CA,POINT (-122.21772 37.79635)
WEAPONS,06/04/2025 01:11:00 PM,25-024447,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,24Y,3547 SUTER ST,Oakland,CA,POINT (-122.20373 37.79074)
MISDEMEANOR ASSAULT,04/01/2025 04:15:00 PM,25-014570,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,26Y,1240 61ST AV,Oakland,CA,POINT (-122.20082 37.76235)
PETTY THEFT,04/23/2025 12:00:00 AM,25-018936,THEFT,32Y,9868 MACARTHUR BLVD,Oakland,CA,POINT (-122.15795 37.7485)
MISDEMEANOR ASSAULT,05/10/2025 02:45:00 PM,25-020593,BATTERY,30X,73RD AV & ORRAL ST,Oakland,CA,POINT (-122.18469 37.76094)
ROBBERY,05/10/2025 03:45:00 AM,25-020535,ROBBERY-FIREARM,14X,699 BELLEVUE AV,Oakland,CA,POINT (-122.25942 37.80967)
STOLEN VEHICLE,04/30/2025 06:00:00 PM,25-019261,VEHICLE THEFT - AUTO,04X,1511 JACKSON ST,Oakland,CA,POINT (-122.26499 37.80306)
MISDEMEANOR ASSAULT,06/07/2025 02:00:00 AM,25-024792,EXHIBIT FIREARM,30X,8012 OLIVE ST,Oakland,CA,POINT (-122.17299 37.76025)
STOLEN VEHICLE,06/07/2025 07:30:00 PM,25-024946,VEHICLE THEFT - AUTO,09X,210 RIDGEWAY AV,Oakland,CA,POINT (-122.25264 37.8292)
PETTY THEFT,04/01/2025 12:00:00 AM,25-014722,THEFT,10Y,41ST ST & LUSK ST,Oakland,CA,POINT (-122.27181 37.8312)
FELONY ASSAULT,05/16/2025 09:00:00 AM,25-021524,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,30X,1441 74TH AV,Oakland,CA,POINT (-122.18535 37.75938)
,06/09/2025 06:53:00 AM,25-907174,THEFT,32Y,2780 FRAZIER AVE,Oakland,CA,POINT (-122.15182 37.74642)
ROBBERY,03/22/2025 04:00:00 AM,25-012813,ROBBERY-FIREARM,24Y,3315 HIGH ST,Oakland,CA,POINT (-122.19768 37.78602)
FELONY ASSAULT,06/10/2025 02:23:00 PM,25-025284,SC UNEXPLAINED DEATH,33X,845 92ND AV,Oakland,CA,POINT (-122.18371 37.74427)
BURG - OTHER,05/06/2025 01:14:00 AM,25-020035,BURGLARY-NO FORCE,27X,4610 FOOTHILL BLVD,Oakland,CA,POINT (-122.20958 37.77364)
VANDALISM,04/06/2025 12:00:00 AM,25-016052,VANDALISM-$400+,26Y,1135 65TH AV,Oakland,CA,POINT (-122.19773 37.76073)
WEAPONS,04/14/2025 04:36:00 PM,25-016620,ILLEGALLY POSSESS ANY ASSUALT WEAPON,05X,1800 ADELINE ST,Oakland,CA,POINT (-122.28506 37.81248)
,06/06/2025 08:00:00 PM,25-025747,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,32X,10211 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.16804 37.74108)
FELONY ASSAULT,05/21/2025 09:10:00 AM,25-022266,VIOLATION OF PROBATION-FELONY,04X,1951 WEBSTER ST,Oakland,CA,POINT (-122.2664 37.80797)
MISDEMEANOR ASSAULT,04/04/2025 05:33:00 PM,25-015057,BATTERY,02Y,878 CAMPBELL VILLAGE CT,Oakland,CA,POINT (-122.29895 37.80767)
FELONY ASSAULT,05/13/2025 09:09:00 PM,25-021179,VANDALISM:DEFACE PROPERTY,17Y,3132 BEAUMONT AV,Oakland,CA,POINT (-122.22915 37.79923)
STOLEN VEHICLE,05/22/2025 05:51:00 PM,25-022482,POSS STOLEN VEH/VES/ETC,14X,336 GRAND AV,Oakland,CA,POINT (-122.25638 37.80932)
MISDEMEANOR ASSAULT,05/20/2025 01:20:00 PM,25-022160,EXHIBIT FIREARM,26Y,1122 57TH AV,Oakland,CA,POINT (-122.20512 37.763)
BURG - AUTO,04/15/2025 02:00:00 PM,25-903585,BURGLARY-AUTO,12X,4535 TELEGRAPH AV,Oakland,CA,POINT (-122.26328 37.83358)
,05/29/2025 01:45:00 PM,25-906919,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,30X,7414 HOLLY ST,Oakland,CA,POINT (-122.18166 37.76133)
NARCOTICS,05/17/2025 10:36:00 AM,25-021672,CARRY CONCEALED WEAPON ON PERSON,26Y,7229 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.18728 37.7593)
STOLEN VEHICLE,04/03/2025 06:00:00 AM,25-014873,VEHICLE THEFT - AUTO,33X,1218 93RD AV,Oakland,CA,POINT (-122.17617 37.74652)
MISDEMEANOR ASSAULT,04/03/2025 10:55:00 AM,25-014856,BATTERY,05X,1919 MARKET ST,Oakland,CA,POINT (-122.28007 37.81225)
MISDEMEANOR ASSAULT,05/02/2025 04:40:00 PM,25-019450,ASSAULT,17X,1725 13TH AV,Oakland,CA,POINT (-122.24397 37.79216)
FELONY ASSAULT,06/05/2025 05:20:00 PM,25-024594,ASSAULT WITH FIREARM ON PERSON,32Y,9867 STANLEY AV,Oakland,CA,POINT (-122.15188 37.75)
FORCIBLE RAPE,04/03/2025 09:00:00 PM,25-015353,RAPE:VICTIM UNCONSCIOUS OF THE NATURE OF THE ACT,77X,MARTIN LUTHER KING JR WY,Oakland,CA,
VANDALISM,04/30/2025 12:07:00 PM,25-019133,VANDALISM,27Y,2404 64TH AV,Oakland,CA,POINT (-122.18881 37.76758)
,04/24/2025 08:25:00 AM,25-906213,BURGLARY-AUTO,02X,475 ADELINE ST,Oakland,CA,POINT (-122.28866 37.80249)
VANDALISM,04/23/2025 02:00:00 PM,25-018268,VANDALISM,34X,2000 92ND AV,Oakland,CA,POINT (-122.16706 37.7518)
ROBBERY,04/17/2025 07:00:00 PM,25-017197,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",01X,2ND ST & ALICE ST,Oakland,CA,POINT (-122.27157 37.79419)
GRAND THEFT,04/11/2025 12:04:00 PM,25-903353,GRAND THEFT,13X,5319 BROADWAY TER,Oakland,CA,POINT (-122.24754 37.83789)
,03/29/2025 11:30:00 PM,25-904059,BURGLARY-AUTO,02X,532 UNION ST,Oakland,CA,POINT (-122.29044 37.80379)
DOMESTIC VIOLENCE,03/29/2025 05:30:00 AM,25-013910,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,21Y,3071 CURRAN AV,Oakland,CA,POINT (-122.21093 37.7926)
PETTY THEFT,05/12/2025 10:00:00 AM,25-021068,THEFT:PERSONAL PROPERTY,35X,8600 DOWLING ST,Oakland,CA,POINT (-122.1663 37.75762)
DUI,05/11/2025 09:03:00 AM,25-020781,DUI ALCOHOL/DRUGS,10X,1051 55TH ST,Oakland,CA,POINT (-122.28009 37.83868)
PETTY THEFT,05/23/2025 05:23:00 PM,25-022613,RECEIVE/ETC KNOWN STOLEN PROPERTY,33X,9400 A ST,Oakland,CA,POINT (-122.17423 37.74625)
MISCELLANEOUS TRAFFIC CRIME,04/15/2025 03:25:00 AM,25-016831,UNLICENSED DRIVER,34X,9300 PLYMOUTH ST,Oakland,CA,POINT (-122.16996 37.74946)
,05/23/2025 03:30:00 PM,25-906772,VANDALISM,14X,365 PERKINS ST,Oakland,CA,POINT (-122.25512 37.81151)
STOLEN AND RECOVERED VEHICLE,04/08/2025 12:03:00 PM,25-015642,ATTEMPT VEHICLE THEFT-AUTO,20X,1030 25TH AV,Oakland,CA,POINT (-122.23611 37.77972)
DISORDERLY CONDUCT,05/06/2025 12:00:00 PM,25-022853,DISTURB THE PEACE,08X,516 31ST ST,Oakland,CA,POINT (-122.2675 37.82006)
DOMESTIC VIOLENCE,05/30/2025 09:42:00 PM,25-023735,EXHIBIT FIREARM,32Y,9899 MACARTHUR BLVD,Oakland,CA,POINT (-122.1574 37.74714)
BURG - AUTO,04/19/2025 10:00:00 PM,25-903533,BURGLARY-AUTO,77X,9TH ST,Oakland,CA,
STOLEN VEHICLE,05/17/2025 09:00:00 PM,25-021836,VEHICLE THEFT - AUTO,20X,3030 CHAPMAN ST,Oakland,CA,POINT (-122.2306 37.77235)
,06/03/2025 10:48:00 AM,25-907235,THEFT BY USE OF ACCESS CARD,,7901 WATT AVE,Oakland,CA,
DOMESTIC VIOLENCE,05/19/2025 05:30:00 PM,25-022043,RECEIVE/ETC KNOWN STOLEN PROPERTY,31Y,680 LOUISIANA ST,Oakland,CA,POINT (-122.18647 37.73982)
STOLEN VEHICLE,04/06/2025 05:30:00 AM,25-015271,VEHICLE THEFT - AUTO,13X,5515 HARBORD DR,Oakland,CA,POINT (-122.2228 37.83318)
VANDALISM,05/24/2025 02:35:00 AM,25-025393,VANDALISM-$400+,02X,700 2ND ST,Oakland,CA,POINT (-122.28249 37.79846)
BURG - RESIDENTIAL,04/04/2025 07:33:00 PM,25-015196,VEHICLE THEFT - AUTO,08X,471 26TH ST,Oakland,CA,POINT (-122.26765 37.81536)
PETTY THEFT,03/31/2025 12:00:00 AM,25-014224,THEFT,27Y,5247 BANCROFT AV,Oakland,CA,POINT (-122.20354 37.77176)
,06/04/2025 08:55:00 PM,25-907152,BURGLARY-AUTO,14Y,3350 GRAND AVE,Oakland,CA,POINT (-122.24613 37.81371)
VANDALISM,04/09/2025 10:00:00 AM,25-015953,VANDALISM,10X,570 BODEN WAY,Oakland,CA,POINT (-122.24764 37.80812)
,05/13/2025 07:25:00 AM,25-906599,THEFT,11X,525 62ND ST,Oakland,CA,POINT (-122.26184 37.84783)
STOLEN VEHICLE,05/25/2025 12:00:00 PM,25-022961,VEHICLE THEFT - AUTO,16Y,3828 LINWOOD AV,Oakland,CA,POINT (-122.22042 37.80319)
,05/30/2025 08:25:00 AM,25-023640,VANDALISM-$400+,19X,702 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.25199 37.79412)
ROBBERY,03/27/2025 08:45:00 AM,25-013611,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",24X,4280 FOOTHILL BLVD,Oakland,CA,POINT (-122.21199 37.77503)
THREATS,05/30/2025 09:30:00 AM,25-024386,ENGAGE IN BUSINESS W/O PERMIT TO SELL,04X,1700 BROADWAY,Oakland,CA,POINT (-122.26965 37.80679)
DOMESTIC VIOLENCE,03/29/2025 02:48:00 AM,25-013905,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,04X,151 LAKESIDE DR,Oakland,CA,POINT (-122.26214 37.80504)
DISORDERLY CONDUCT,05/31/2025 11:40:00 PM,25-023905,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,20X,1200 30TH AV,Oakland,CA,POINT (-122.22895 37.77778)
FELONY ASSAULT,03/23/2025 09:27:00 AM,25-012975,BATTERY W/SERIOUS BODILY INJURY,08X,3093 WEBSTER ST,Oakland,CA,POINT (-122.26322 37.81971)
NARCOTICS,05/20/2025 08:00:00 AM,25-022100,CARRY CONCEALED WEAPON IN VEHICLE,33X,8300 E ST,Oakland,CA,
STOLEN VEHICLE,04/20/2025 09:17:00 PM,25-017581,VEHICLE THEFT - AUTO,01X,100 WASHINGTON ST,Oakland,CA,POINT (-122.27779 37.7962)
,06/11/2025 12:00:00 AM,25-025505,BURGLARY-FORCIBLE ENTRY,23X,3731 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.22037 37.77499)
RECOVERED O/S STOLEN,04/06/2025 03:18:00 AM,25-015248,VEHICLE THEFT - AUTO,23X,35TH AV & E 9TH ST,Oakland,CA,POINT (-122.22542 37.77259)
HOMICIDE,04/21/2025 02:41:00 PM,25-017677,SC UNEXPLAINED DEATH,06X,729 26TH ST,Oakland,CA,POINT (-122.27357 37.81667)
,04/23/2025 10:25:00 AM,25-906177,FORGERY,31Z,481 CAPISTRANO DRIVE,Oakland,CA,POINT (-122.17909 37.72887)
STOLEN VEHICLE,04/19/2025 11:00:00 PM,25-017542,VEHICLE THEFT - AUTO,33X,8400 G ST,Oakland,CA,POINT (-122.18617 37.74996)
STOLEN VEHICLE,05/24/2025 07:57:00 PM,25-022788,SC STOLEN VEHICLE - AUTO,14X,3271 LAKESHORE AV,Oakland,CA,POINT (-122.24456 37.81058)
RECOVERED VEHICLE - OAKLAND STOLEN,05/02/2025 09:00:00 AM,25-019457,VEHICLE THEFT - AUTO,17X,1930 12TH AV,Oakland,CA,POINT (-122.24295 37.79421)
DUI,05/30/2025 03:14:00 AM,25-023620,DUI ALCOHOL/DRUGS,15X,LAKESHORE AV & FOOTHILL BLVD,Oakland,CA,POINT (-122.2551 37.80002)
,04/26/2025 09:20:00 PM,25-906263,BURGLARY-AUTO,12X,4444 TELEGRAPH AVE,Oakland,CA,POINT (-122.26308 37.83288)
DOMESTIC VIOLENCE,04/28/2025 12:54:00 PM,25-018811,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,18Y,1901 E 22ND ST,Oakland,CA,POINT (-122.23529 37.79217)
WEAPONS,04/11/2025 10:30:00 AM,25-016125,CARRY CONCEALED WEAPON IN VEHICLE,23X,1200 42ND AV,Oakland,CA,POINT (-122.21713 37.77203)
STOLEN VEHICLE,05/20/2025 05:30:00 PM,25-022256,VEHICLE THEFT - AUTO,17X,630 E 21ST ST,Oakland,CA,POINT (-122.24599 37.79915)
NARCOTICS,05/13/2025 04:27:00 PM,25-021130,POSSESS CONTROLLED SUBSTANCE,20X,3000 E 9TH ST,Oakland,CA,POINT (-122.23069 37.77531)
NARCOTICS,05/20/2025 08:00:00 AM,25-022100,POSS STOLEN VEH/VES/ETC,33X,8300 E ST,Oakland,CA,
PETTY THEFT,04/03/2025 06:00:00 PM,25-014999,THEFT,12X,4600 SHATTUCK AV,Oakland,CA,POINT (-122.26366 37.83384)
RECOVERED VEHICLE - OAKLAND STOLEN,04/19/2025 12:00:00 AM,25-017396,VEHICLE THEFT - AUTO,34X,9635 PLYMOUTH ST,Oakland,CA,POINT (-122.16792 37.74683)
STOLEN VEHICLE,04/27/2025 07:00:00 PM,25-018825,VEHICLE THEFT - AUTO,18Y,1409 E 23RD ST,Oakland,CA,POINT (-122.23769 37.79481)
ROBBERY,05/31/2025 11:30:00 PM,25-023901,RECEIVE/ETC KNOWN STOLEN PROPERTY,17Y,3100 11TH AV,Oakland,CA,POINT (-122.23528 37.80076)
STOLEN VEHICLE,06/04/2025 09:30:00 PM,25-024675,VEHICLE THEFT - AUTO,13Z,5947 MAZUELA DR,Oakland,CA,POINT (-122.20826 37.83349)
DOMESTIC VIOLENCE,04/09/2025 01:45:00 AM,25-014632,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,03X,392 11TH ST,Oakland,CA,POINT (-122.27095 37.80166)
STOLEN VEHICLE,05/28/2025 10:40:00 PM,25-023515,VANDALISM:DAMAGE PROPERTY,31Y,9821 KITTY LN,Oakland,CA,POINT (-122.19642 37.72662)
,05/30/2025 01:25:00 PM,25-906840,BURGLARY-AUTO,,WEBSTER ST,Oakland,CA,POINT (-122.274444 37.794261)
PETTY THEFT,05/17/2025 11:45:00 AM,25-021696,PETTY THEFT:$50-,25X,3467 LOMA VISTA AV,Oakland,CA,POINT (-122.20064 37.79145)
BURG - COMMERCIAL,06/05/2025 05:22:00 AM,25-024525,BURGLARY-FORCIBLE ENTRY,09X,5100 BROADWAY,Oakland,CA,POINT (-122.24923 37.83479)
MISDEMEANOR ASSAULT,05/02/2025 08:43:00 AM,25-019371,BATTERY,07X,2527 MARKET ST,Oakland,CA,POINT (-122.27805 37.81733)
NARCOTICS,04/01/2025 08:00:00 PM,25-014603,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,30X,7272 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.18731 37.75977)
ARSON,04/13/2025 09:30:00 PM,25-016545,ARSON: PROPERTY,07X,2924 UNION ST,Oakland,CA,POINT (-122.28397 37.82205)
STOLEN VEHICLE,04/06/2025 02:11:00 PM,25-015827,SC STOLEN VEHICLE - AUTO,20X,2344 E 12TH ST,Oakland,CA,POINT (-122.2359 37.78233)
,04/11/2025 10:53:00 PM,25-904523,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,19X,1530 6TH AVE,Oakland,CA,POINT (-122.25134 37.79581)
WEAPONS,05/24/2025 04:18:00 PM,25-022770,CARRY CONCEALED WEAPON ON PERSON,22X,3631 FRUITVALE AV,Oakland,CA,POINT (-122.21524 37.80264)
ROBBERY,04/11/2025 08:50:00 AM,25-016107,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",14Y,496 LAKE PARK AV,Oakland,CA,POINT (-122.24701 37.81067)
,05/03/2025 11:00:00 AM,25-906398,BURGLARY-AUTO,29X,2636 60TH AVE,Oakland,CA,POINT (-122.18876 37.77164)
STOLEN VEHICLE,03/23/2025 10:00:00 PM,25-013094,VEHICLE THEFT - AUTO,28X,3272 KNOWLAND AV,Oakland,CA,POINT (-122.1944 37.78299)
RECOVERED O/S STOLEN,04/25/2025 06:42:00 PM,25-018437,POSS STOLEN VEH/VES/ETC,32X,10111 WALNUT ST,Oakland,CA,POINT (-122.16658 37.74245)
PETTY THEFT,03/27/2025 11:06:00 AM,25-013647,THEFT,05X,1601 MARKET ST,Oakland,CA,POINT (-122.2804 37.80972)
FELONY ASSAULT,03/26/2025 07:00:00 PM,25-013536,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,08X,23RD ST & MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.27247 37.81357)
,06/13/2025 07:58:00 AM,25-025677,RECEIVE/ETC KNOWN STOLEN PROPERTY [$400 OR LESS],07X,2400 BLOCK OF WOOD ST,Oakland,CA,POINT (-122.29213 37.82038)
,05/12/2025 09:40:00 PM,25-904874,BURGLARY-AUTO,08X,2300 WEBSTER ST,Oakland,CA,POINT (-122.26525 37.81198)
,05/17/2025 11:48:00 AM,25-021689,VEHICLE THEFT - AUTO,34X,90TH AV AND HOLLY ST,Oakland,CA,POINT (-122.17323 37.75009)
STOLEN VEHICLE,05/30/2025 10:00:00 PM,25-023812,VEHICLE THEFT - AUTO,27Y,6511 BANCROFT AV,Oakland,CA,POINT (-122.18397 37.76988)
,04/18/2025 05:31:00 PM,25-906099,MAIL/ETC THEFT/ETC,13Y,6259 RUTHLAND ROAD,Oakland,CA,POINT (-122.21695 37.84413)
DOMESTIC VIOLENCE,06/02/2025 12:29:00 PM,25-024100,INFLICT CRPL INJ SP/COHAB,30Y,6601 FOOTHILL BLVD,Oakland,CA,POINT (-122.18151 37.77037)
GRAND THEFT,05/11/2025 06:44:00 AM,25-906539,GRAND THEFT,25Y,4111 MAYNARD AV,Oakland,CA,POINT (-122.15615 37.77307)
NARCOTICS,04/08/2025 07:50:00 AM,25-015606,CARRY CONCEALED WEAPON ON PERSON,35Y,7927 MOUNTAIN BLVD,Oakland,CA,POINT (-122.15568 37.77193)
MISDEMEANOR ASSAULT,04/12/2025 09:45:00 AM,25-016997,BATTERY,09X,3600 BROADWAY,Oakland,CA,POINT (-122.25877 37.82317)
STOLEN VEHICLE,03/26/2025 06:00:00 PM,25-013822,VEHICLE THEFT - AUTO,01X,5 EMBARCADERO WEST,Oakland,CA,POINT (-122.26848 37.79208)
STOLEN VEHICLE,06/03/2025 11:18:00 AM,25-024403,VEHICLE THEFT - AUTO,23X,1200 37TH AV,Oakland,CA,POINT (-122.22158 37.77423)
,03/19/2025 12:15:00 PM,25-905206,VANDALISM,12Y,346 62ND ST,Oakland,CA,POINT (-122.25426 37.84917)
STOLEN VEHICLE,05/07/2025 05:00:00 PM,25-020269,VEHICLE THEFT - AUTO,27Y,2101 62ND AV,Oakland,CA,POINT (-122.19322 37.76676)
BURG - AUTO,04/10/2025 09:00:00 AM,25-903289,BURGLARY-AUTO,08X,3943 BROADWAY,Oakland,CA,POINT (-122.25704 37.82747)
MISDEMEANOR ASSAULT,03/22/2025 10:41:00 PM,25-012918,BATTERY,19X,37 8TH AV,Oakland,CA,POINT (-122.25928 37.78734)
STOLEN VEHICLE,05/01/2025 01:00:00 AM,25-019247,VEHICLE THEFT - AUTO,PDT2,500 MAGNOLIA AV,Oakland,CA,POINT (-122.23639 37.8231)
PETTY THEFT,04/02/2025 03:00:00 PM,25-014776,THEFT,14X,100 MONTECITO AV,Oakland,CA,POINT (-122.26037 37.81133)
FELONY ASSAULT,06/09/2025 01:37:00 AM,25-025030,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,21X,2600 E 22ND ST,Oakland,CA,POINT (-122.22664 37.78691)
ROBBERY,06/09/2025 10:24:00 PM,25-025178,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",04X,1400 LAKESIDE DR,Oakland,CA,POINT (-122.26279 37.80117)
,06/06/2025 07:20:00 PM,25-907256,BURGLARY-NO FORCE,08X,3093 BROADWAY,Oakland,CA,POINT (-122.2613 37.8203)
OTHER,05/29/2025 12:52:00 AM,25-023379,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,27Y,5925 E 16TH ST,Oakland,CA,POINT (-122.19764 37.76566)
NARCOTICS,05/30/2025 04:13:00 PM,25-023690,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,99X,FOOTHILL BLVD & A ST,Oakland,CA,
